SampleID,Assay,NPX,pg/mL,Group
S36,EIF2AK2,9.93168,83437.80885,Healthy_sample
S36,LRRK2,0.1947,378.22434,Healthy_sample
S36,Ext Ctrl,0,,Healthy_sample
S36,SDC4,7.45668,7622.5219,Healthy_sample
S36,NEFL,3.52437,377.74575,Healthy_sample
S36,GDNF,3.68448,0.53257,Healthy_sample
S36,CLSTN3,3.00775,253.39404,Healthy_sample
S36,AGER,13.44329,2552.37458,Healthy_sample
S36,TP53,3.06393,0.53109,Healthy_sample
S36,Abeta40,2.046,2.66274,Healthy_sample
S36,pTau217,0.63896,0.02676,Healthy_sample
S36,GFAP,3.47706,9.00971,Healthy_sample
S36,GLRX,10.32323,2704.5332,Healthy_sample
S36,WWOX,-0.14199,,Healthy_sample
S36,RTN4R,4.58413,562.40879,Healthy_sample
S36,Abeta42,2.979,19.75416,Healthy_sample
S36,NGF,1.37221,1.466,Healthy_sample
S36,NLGN1,0.12102,2.36736,Healthy_sample
S36,NPTX2,9.916,14744.22517,Healthy_sample
S36,MOG,9.38393,47.09518,Healthy_sample
S37,VSNL1,3.98158,47.8202,Diseased_sample
S37,OMG,6.51955,121.37649,Diseased_sample
S37,STX1B,4.287,111.59702,Diseased_sample
S37,NPTXR,12.03563,2005.30713,Diseased_sample
S37,SYT1,4.38878,27.31658,Diseased_sample
S37,ENO2,9.77604,9794.43743,Diseased_sample
S37,Inc Ctrl,-0.10677,,Diseased_sample
S37,TREM1,15.35526,593.1846,Diseased_sample
S37,S100B,1.04184,4.3383,Diseased_sample
S37,DDAH1,5.93629,364.17621,Diseased_sample
S37,KLK8,10.62654,4271.17147,Diseased_sample
S37,FOXO3,2.02403,13.74568,Diseased_sample
S37,DDC,11.66237,2457.40976,Diseased_sample
S37,ITGAM,9.8751,7694.12036,Diseased_sample
S37,MMP10,12.3439,469.88748,Diseased_sample
S37,SNCAIP,1.12509,0.98287,Diseased_sample
S37,TREM2,16.20686,36853.53254,Diseased_sample
S37,Det Ctrl,0.14207,,Diseased_sample
S37,ITGB2,11.01141,45696.09588,Diseased_sample
S37,SMOC1,7.3889,3886.78713,Diseased_sample
S37,BACE1,6.14743,476.56371,Diseased_sample
S37,SCG2,8.22401,5204.28769,Diseased_sample
S37,BMP7,6.60921,6464.20122,Diseased_sample
S37,NPTX1,8.86125,11837.89832,Diseased_sample
S37,HLA-DRA,2.42522,318.82842,Diseased_sample
S37,EIF2AK2,2.90342,1004.49588,Diseased_sample
S37,LRRK2,1.02901,797.95187,Diseased_sample
S37,Ext Ctrl,0,,Diseased_sample
S37,SDC4,4.61699,1168.09439,Diseased_sample
S37,NEFL,5.44357,1317.23613,Diseased_sample
S37,GDNF,2.72801,0.21276,Diseased_sample
S37,CLSTN3,5.0525,834.27968,Diseased_sample
S37,AGER,14.8094,6990.75066,Diseased_sample
S37,TP53,3.00845,0.50797,Diseased_sample
S37,Abeta40,12.14321,517.6824,Diseased_sample
S37,pTau217,4.67247,1.12757,Diseased_sample
S37,GFAP,4.91211,28.97999,Diseased_sample
S37,GLRX,7.36626,325.43216,Diseased_sample
S37,WWOX,0.38011,0.2716,Diseased_sample
S37,RTN4R,5.38434,906.3113,Diseased_sample
S37,Abeta42,8.25476,224.52063,Diseased_sample
S37,NGF,2.36107,4.29801,Diseased_sample
S37,NLGN1,0.75073,18.25682,Diseased_sample
S37,NPTX2,10.29583,18999.56527,Diseased_sample
S37,MOG,9.95678,68.14262,Diseased_sample
S38,VSNL1,3.41581,31.60039,Healthy_pool
S38,OMG,6.64771,130.35436,Healthy_pool
S38,STX1B,5.53986,260.04245,Healthy_pool
S38,NPTXR,11.98951,1939.21823,Healthy_pool
S38,SYT1,3.73773,17.66051,Healthy_pool
S38,ENO2,9.63998,8958.1381,Healthy_pool
S38,Inc Ctrl,-0.21581,,Healthy_pool
S38,TREM1,14.48914,309.22081,Healthy_pool
S38,S100B,1.43723,7.46382,Healthy_pool
S38,DDAH1,6.5833,541.16767,Healthy_pool
S38,KLK8,9.55526,2013.35336,Healthy_pool
S38,FOXO3,3.10783,35.33717,Healthy_pool
S38,DDC,11.15741,1793.87807,Healthy_pool
S38,ITGAM,10.03382,8688.3919,Healthy_pool
S38,MMP10,11.76766,318.03705,Healthy_pool
S38,SNCAIP,1.41028,1.50343,Healthy_pool
S38,TREM2,15.25708,18793.17191,Healthy_pool
S38,Det Ctrl,0.01953,,Healthy_pool
S38,ITGB2,11.4701,61215.45382,Healthy_pool
S38,SMOC1,5.29252,1281.03886,Healthy_pool
S38,BACE1,6.10281,463.10572,Healthy_pool
S38,SCG2,6.70077,1964.17706,Healthy_pool
S38,BMP7,5.18364,2696.49955,Healthy_pool
S38,NPTX1,8.25939,8201.79928,Healthy_pool
S38,HLA-DRA,3.2034,613.88098,Healthy_pool
S38,EIF2AK2,8.08239,26704.52147,Healthy_pool
S38,LRRK2,0.89308,713.36265,Healthy_pool
S38,Ext Ctrl,0,,Healthy_pool
S38,SDC4,6.99789,5654.95191,Healthy_pool
S38,NEFL,3.43413,353.62727,Healthy_pool
S38,GDNF,2.15338,0.1096,Healthy_pool
S38,CLSTN3,3.34688,312.25298,Healthy_pool
S38,AGER,13.44865,2562.16282,Healthy_pool
S38,TP53,1.85581,0.18256,Healthy_pool
S38,Abeta40,2.05004,2.6731,Healthy_pool
S38,pTau217,1.17558,0.05427,Healthy_pool
S38,GFAP,3.69934,10.94861,Healthy_pool
S38,GLRX,8.25404,580.99205,Healthy_pool
S38,WWOX,0.05473,0.02226,Healthy_pool
S38,RTN4R,4.26672,464.26424,Healthy_pool
S38,Abeta42,2.72114,16.89016,Healthy_pool
S38,NGF,0.03506,,Healthy_pool
S38,NLGN1,3.94399,607.74254,Healthy_pool
S38,NPTX2,9.2621,9619.28941,Healthy_pool
S38,MOG,9.25982,43.50065,Healthy_pool
S39,VSNL1,3.76326,40.82504,Diseased_sample
S39,OMG,6.6784,132.595,Diseased_sample
S39,STX1B,4.7526,154.57219,Diseased_sample
S39,NPTXR,12.01918,1981.46961,Diseased_sample
S39,SYT1,4.26844,25.25946,Diseased_sample
S39,ENO2,11.34678,29051.90659,Diseased_sample
S39,Inc Ctrl,-0.01162,,Diseased_sample
S39,TREM1,14.31426,271.81779,Diseased_sample
S39,S100B,2.37476,20.41181,Diseased_sample
S39,DDAH1,6.0868,399.59477,Diseased_sample
S39,KLK8,10.20894,3160.62968,Diseased_sample
S39,FOXO3,3.69004,54.52845,Diseased_sample
S39,DDC,11.20532,1847.92925,Diseased_sample
S39,ITGAM,9.48102,5738.24623,Diseased_sample
S39,MMP10,11.93188,355.27568,Diseased_sample
S39,SNCAIP,1.71691,2.23647,Diseased_sample
S39,TREM2,15.72233,26045.44977,Diseased_sample
S39,Det Ctrl,0.14002,,Diseased_sample
S39,ITGB2,10.39284,31024.40163,Diseased_sample
S39,SMOC1,6.86754,2944.48768,Diseased_sample
S39,BACE1,5.72151,361.81658,Diseased_sample
S39,SCG2,7.68831,3662.21623,Diseased_sample
S39,BMP7,6.46067,5912.37933,Diseased_sample
S39,NPTX1,8.25934,8201.5531,Diseased_sample
S39,HLA-DRA,2.97857,511.19754,Diseased_sample
S39,EIF2AK2,7.47788,18754.9005,Diseased_sample
S39,LRRK2,0.4617,488.53553,Diseased_sample
S39,Ext Ctrl,0,,Diseased_sample
S39,SDC4,6.74592,4801.05591,Diseased_sample
S39,NEFL,4.41838,697.02844,Diseased_sample
S39,GDNF,2.55936,0.17718,Diseased_sample
S39,CLSTN3,4.2799,540.16603,Diseased_sample
S39,AGER,14.04361,3940.34253,Diseased_sample
S39,TP53,3.96387,1.05128,Diseased_sample
S39,Abeta40,9.4685,163.04696,Diseased_sample
S39,pTau217,3.30831,0.40576,Diseased_sample
S39,GFAP,4.13363,15.75953,Diseased_sample
S39,GLRX,7.31606,315.18578,Diseased_sample
S39,WWOX,2.39994,7.07625,Diseased_sample
S39,RTN4R,5.12833,778.25053,Diseased_sample
S39,Abeta42,4.50504,44.53171,Diseased_sample
S39,NGF,0.97197,0.81216,Diseased_sample
S39,NLGN1,0.476,9.454,Diseased_sample
S39,NPTX2,10.0756,16392.64711,Diseased_sample
S39,MOG,9.23241,42.7458,Diseased_sample
S40,VSNL1,4.22583,56.95107,Diseased_sample
S40,OMG,6.31679,108.34355,Diseased_sample
S40,STX1B,3.76919,76.06201,Diseased_sample
S40,NPTXR,11.80203,1693.8446,Diseased_sample
S40,SYT1,4.41861,27.84799,Diseased_sample
S40,ENO2,11.63706,36039.83261,Diseased_sample
S40,Inc Ctrl,-0.03577,,Diseased_sample
S40,TREM1,15.31599,575.63359,Diseased_sample
S40,S100B,1.2597,5.92395,Diseased_sample
S40,DDAH1,6.74644,597.42852,Diseased_sample
S40,KLK8,9.92005,2582.35892,Diseased_sample
S40,FOXO3,4.2149,78.5187,Diseased_sample
S40,DDC,11.95113,2947.97014,Diseased_sample
S40,ITGAM,10.2715,10465.83533,Diseased_sample
S40,MMP10,12.56286,545.77434,Diseased_sample
S40,SNCAIP,0.64677,0.39069,Diseased_sample
S40,TREM2,16.88372,60687.68149,Diseased_sample
S40,Det Ctrl,-0.02246,,Diseased_sample
S40,ITGB2,11.64312,68443.07401,Diseased_sample
S40,SMOC1,7.12023,3367.27252,Diseased_sample
S40,BACE1,6.47753,588.30032,Diseased_sample
S40,SCG2,8.28275,5413.2215,Diseased_sample
S40,BMP7,6.3512,5535.10603,Diseased_sample
S40,NPTX1,8.89964,12121.83041,Diseased_sample
S40,HLA-DRA,2.92721,489.94218,Diseased_sample
S40,EIF2AK2,8.53607,34955.3258,Diseased_sample
S40,LRRK2,-0.3164,217.18712,Diseased_sample
S40,Ext Ctrl,0,,Diseased_sample
S40,SDC4,7.29451,6858.11126,Diseased_sample
S40,NEFL,5.86109,1683.93104,Diseased_sample
S40,GDNF,2.57667,0.18061,Diseased_sample
S40,CLSTN3,4.60684,650.23849,Diseased_sample
S40,AGER,13.33599,2364.70685,Diseased_sample
S40,TP53,3.79127,0.92684,Diseased_sample
S40,Abeta40,10.08855,212.88503,Diseased_sample
S40,pTau217,3.27866,0.39628,Diseased_sample
S40,GFAP,5.14548,34.48234,Diseased_sample
S40,GLRX,8.41784,648.90435,Diseased_sample
S40,WWOX,2.1443,5.47733,Diseased_sample
S40,RTN4R,5.48923,964.77406,Diseased_sample
S40,Abeta42,5.24592,63.06504,Diseased_sample
S40,NGF,1.77433,2.37662,Diseased_sample
S40,NLGN1,0.38556,7.21848,Diseased_sample
S40,NPTX2,10.41939,20654.94461,Diseased_sample
S40,MOG,9.68628,57.1976,Diseased_sample
